x,y,label
-0.36380303110471174,1.8857631622554107,2
-9.399329859117149,-9.378772577776951,3
-5.475876329351836,-7.72853754278016,3
-7.426479839466496,-10.462057665306368,3
1.8073682446040764,0.7029664381672759,2
0.7394334037339576,-1.7001718837025188,2
-9.832550482940029,-8.071337881454204,3
2.245432177052563,-0.7173253228719783,2
-4.016556627157628,1.5671012933620792,1
1.0620834545120414,1.130919065774858,2
-10.522933457249442,-7.2292001824474905,3
-7.980014556203393,-5.8681435129801915,3
-5.590347171127436,3.6450389823773746,1
0.1992591026008742,-1.9428604587270037,2
-4.702809547134252,-0.3161265587091989,1
-1.6181545752004576,-0.11389525310232307,2
4.723336771846801,0.7200650872801524,1
-0.1872374423196021,1.947824066233442,2
-4.881559837909871,2.1458079409942177,1
-0.6218951477704041,-1.4023154909443725,2
-1.8608843762662248,0.6995515447858425,2
-1.292366105309862,1.576059896905479,2
1.4348437406773953,1.8015020244963649,2
-7.6220819259363495,-9.281873148708822,3
-9.127318064616235,-7.002031152364356,3
3.6888215186195277,-3.350761820932467,1
1.724676059230907,-1.2880375354128832,2
-5.5547059201944595,-7.801273533442123,3
-5.066263009304572,-0.851501780158642,1
4.993740341406177,1.4673769073140637,1
-0.6074574913437215,-1.6965683975060264,2
-7.144773360280746,-5.8788821775511675,3
-7.695194825980071,-5.946033198374715,3
-2.553490140626192,0.5723949631999563,2
0.7009023799016744,-2.930242974920837,2
4.358004217034774,1.1599842583882272,1
0.30325589783445145,-5.155673326520663,1
-7.0175211066218175,-9.795460170635627,3
-7.8511433315255355,-11.089644359806538,3
4.239446175252015,2.254200063790445,1
-8.47414451599388,-6.21152239015857,3
4.014484065906085,-2.375713135366461,1
1.0213292604798458,-5.418089387606761,1
2.601299821568194,4.370231966666519,1
-0.9561600162243622,-0.5943487023465295,2
-1.7498601213144171,0.1909091575038081,2
1.6919196729732426,-3.957877426604306,1
-7.603467535919717,-9.238826186116416,3
-3.5476130880923376,-4.264231230307469,1
-3.506268917680145,2.722759532518019,1
-6.229597575644316,-6.351325882616914,3
-5.01976718312735,-0.08346291327126504,1
-2.664742960660475,-1.4948250924821762,2
-1.800272380246809,1.5762522141100352,2
-6.318757346132827,-8.315805812470355,3
-1.1509653706339518,1.7397743325271326,2
-3.82161047273077,4.3680752814133115,1
-6.422611606117979,-8.758612169493675,3
-6.7507522266169175,-9.251444472179488,3
-1.634952194905373,0.939386228443766,2
0.2748178587712943,1.4681778349942218,2
-9.487570772447071,-7.088724414212139,3
-2.2271303614593614,0.9398158715294258,2
5.75917116737392,-2.3186067182329495,1
-4.976196221740147,0.4647151935942341,1
-1.8447135223063267,0.6309210443976343,2
1.5530505464773647,4.680020869801608,1
1.774490079746099,-1.0923620048146336,2
-0.536706184592482,2.221913466486857,2
-9.764649474190001,-10.144449181294917,3
-10.803461662813636,-7.888361019738322,3
0.45519947811247136,1.5021474626163192,2
-2.561610815026081,-5.628033315850972,1
-6.67303517984067,-6.172024384860924,3
-9.399292019161114,-6.982795170480608,3
-5.46053177997399,-8.60235249105741,3
-6.167243115585036,-6.93032024306739,3
-6.156887140091242,-9.385406046709424,3
-1.8442327648004435,0.8653916085212497,2
-2.769163736198411,-4.096925743908902,1
-1.5317332562802597,-1.0659783030957426,2
3.4284454074014894,-3.6213116602557496,1
-1.3391466492312207,1.2159213745877686,2
1.6441334480447682,0.5652521113897169,2
3.8524830891511863,-3.3093353954158884,1
-0.5593636350633927,6.092732884761066,1
-8.467688488236417,-9.7781091795165,3
-2.3117255492025617,-0.5822735635788939,2
-6.546545320641204,-6.819142944768916,3
2.431736241514626,4.395236538814771,1
1.3319432305146994,-1.373138905193229,2
1.5657636555626004,5.491856051042779,1
1.103087138907782,-1.600528933777553,2
-7.164625950188309,-9.422099292116146,3
2.873691788860605,-3.437398198800985,1
-2.797723275095137,-3.629340297388775,1
2.3160169956611516,4.169241074619131,1
1.5472318087402686,4.409824127857397,1
-6.737275084335787,-9.797008885420544,3
-4.657951213714813,0.15794455551038772,1
-10.3293445820018,-8.114969505450858,3
1.7100995560362904,0.34387079313202423,2
0.9961568499545128,-2.7226902772980908,2
-8.52695585173129,-9.118251879445369,3
0.9337312506035348,-0.6786115123355733,2
1.3317571083837498,2.1437694232612445,2
-4.979939865597783,2.6238431278014085,1
3.9190007031009,3.736480544917627,1
-0.5193110608456747,2.5981119487138598,2
2.9903779752902153,-3.753031688444631,1
2.6483142419273618,-3.9269305726145776,1
-2.9612396821272644,4.810054125084201,1
0.9080291327513237,-2.1878333613320664,2
-4.854968327589779,0.38323461357370725,1
-6.749408612523418,-5.773379612952338,3
-0.06830502003042965,-4.73704849594446,1
1.0064532341250114,-4.342538608760143,1
4.227208136942745,-2.3699280701395478,1
-2.3553965663009078,3.901312684698516,1
-7.029699538284848,-10.20337327582097,3
-1.625471715666081,5.315126273801,1
-9.683887407236679,-7.723746879645528,3
-3.055502140475623,-3.542248608900942,1
-7.811906040613082,-9.913361172249232,3
-9.483575692393218,-8.289368166348343,3
-4.916600300037646,-2.6983310964616387,1
-4.132656681581761,3.195050931966193,1
-1.135223933011363,1.9725009276687056,2
-5.952759342102302,-8.463638213561884,3
-7.595701217046077,-9.269093985767034,3
1.312568360242448,1.3240127798620505,2
-8.33822926320984,-5.025225658639514,3
2.739689850672083,4.479810911920785,1
4.484368537716131,3.0077292354199074,1
-0.5574382520827442,1.8103836293603273,2
-0.013926901897227478,-1.802389515138944,2
-0.576126292454535,-2.490536071392453,2
-1.9404937636273938,4.247021028862301,1
-3.9065260689249435,2.249821940063324,1
-1.0471347046762318,5.626246047220402,1
-0.7078954447261125,2.2249499568272393,2
-3.741188458817726,-3.820227753918384,1
-1.1494390581520555,-1.8389092082411946,2
-0.48612037159873617,-1.8851789997243138,2
-1.722364985701549,0.4627342870229856,2
-0.5859237550366437,-4.906767715186919,1
-2.6444946253315473,0.354961713047861,2
-4.211390992309651,-3.383016776842635,1
-1.6856975530751932,-1.0595237035832004,2
-0.9664813002920108,-5.723893155464357,1
-7.697005230488489,-10.086144043829526,3
-7.13634269457601,-9.586741232620412,3
-6.147198951162641,-6.579703606606719,3
-3.24073947697476,-3.554378297673116,1
-9.918361589600615,-7.716247689190471,3
1.565297570018221,4.8372064240607955,1
1.2506264253125687,-0.2329653260253576,2
-4.024218737104006,-2.9289245348873023,1
1.766189596067588,5.9971751149127375,1
-9.805281458341682,-7.298650645697943,3
