x,y
0.0,3.463452861704286
0.03144737390980774,4.269936969667625
0.06289474781961547,4.606972365303737
0.09434212172942322,3.2372465044226835
0.12578949563923095,4.514826174026945
0.15723686954903868,5.431549694211489
0.18868424345884643,4.859460684079312
0.22013161736865416,4.134174737718006
0.2515789912784619,4.439041354407883
0.2830263651882696,5.300501697426295
0.31447373909807735,4.671347745099466
0.3459211130078851,4.6864878590044245
0.37736848691769287,4.914386122334043
0.4088158608275006,4.662888143508568
0.44026323473730833,4.94481091420998
0.47171060864711606,5.3431612783413325
0.5031579825569238,5.208506255765755
0.5346053564667316,5.692474311151495
0.5660527303765392,3.990350486321625
0.597500104286347,5.551426103464968
0.6289474781961547,4.755876200473619
0.6603948521059625,5.040304524456954
0.6918422260157702,6.078187832696131
0.723289599925578,4.839577071401039
0.7547369738353857,5.5699385636234275
0.7861843477451934,5.539116714303475
0.8176317216550012,5.4635881845826875
0.8490790955648089,6.196588376030053
0.8805264694746167,6.094549613495067
0.9119738433844243,5.569296405302829
0.9434212172942321,5.733407221248768
0.9748685912040398,6.231460895565794
1.0063159651138476,5.974300139409252
1.0377633390236554,5.380129883924011
1.0692107129334631,6.849726251027926
1.1006580868432707,5.776826265842997
1.1321054607530785,5.991531020256383
1.1635528346628863,5.996551066538157
1.195000208572694,6.282757719012006
1.2264475824825016,5.463394584772622
1.2578949563923094,5.992207406931795
1.2893423303021172,5.340852258030228
1.320789704211925,5.710470915315079
1.3522370781217328,7.331271719914481
1.3836844520315403,5.8558714793792745
1.4151318259413481,5.871387371890183
1.446579199851156,4.754277642234753
1.4780265737609637,5.126909466657651
1.5094739476707715,6.098714170157679
1.540921321580579,5.576095384749678
1.5723686954903868,6.024711832311005
1.6038160694001946,6.048154165641485
1.6352634433100024,5.498302574204063
1.66671081721981,6.264278686459175
1.6981581911296177,6.583779690193067
1.7296055650394255,6.489577415052343
1.7610529389492333,6.301744943910576
1.792500312859041,5.666632566696511
1.8239476867688487,4.886545545849679
1.8553950606786564,6.156116126343467
1.8868424345884642,5.970972911703899
1.918289808498272,5.280139354606079
1.9497371824080796,6.221692373698764
1.9811845563178874,5.9865485327206
2.012631930227695,5.815475240744324
2.0440793041375027,6.879383365807386
2.0755266780473107,5.813362325967751
2.1069740519571183,6.114023149319118
2.1384214258669263,5.945309309785657
2.169868799776734,5.436380739473137
2.2013161736865414,5.527664795917533
2.2327635475963494,5.8884141072768825
2.264210921506157,5.649564362802782
2.295658295415965,4.739286642441469
2.3271056693257726,5.71577520889659
2.35855304323558,5.025303220961716
2.390000417145388,5.820067877056285
2.4214477910551957,5.744276786699885
2.4528951649650033,4.903461914653678
2.4843425388748113,5.022400904480271
2.515789912784619,5.350178961209298
2.547237286694427,5.184419952066364
2.5786846606042344,5.477556179772586
2.610132034514042,5.074437357147525
2.64157940842385,4.674474413702379
2.6730267823336575,5.846598746269312
2.7044741562434655,4.663760104995607
2.735921530153273,4.05942550908445
2.7673689040630807,4.670027956566424
2.7988162779728887,4.622704177086879
2.8302636518826962,3.4791232624393653
2.8617110257925042,4.3695077862901
2.893158399702312,3.0792351315256843
2.9246057736121194,4.812364485507011
2.9560531475219274,4.205239855655381
2.987500521431735,4.669402689006531
3.018947895341543,3.86980945003787
3.0503952692513505,3.973103522011459
3.081842643161158,3.1661550375785934
3.113290017070966,3.73931107805539
3.1447373909807737,3.711917954334643
3.176184764890581,3.818787089406463
3.207632138800389,4.3073963797736745
3.239079512710197,4.127848002231757
3.270526886620005,4.123531894988697
3.3019742605298124,3.7534185104195443
3.33342163443962,3.2692461303989764
3.364869008349428,3.876622337948832
3.3963163822592355,3.9784008982403307
3.4277637561690435,3.9620865110439105
3.459211130078851,3.5581941686537997
3.4906585039886586,3.4119887944815592
3.5221058778984666,3.8430446651189367
3.553553251808274,3.8960197559876857
3.585000625718082,1.9974283112348854
3.6164479996278898,3.58220408319569
3.6478953735376973,3.2423845687987862
3.6793427474475053,2.9489281802277354
3.710790121357313,2.3528229303180574
3.7422374952671205,3.626841188931322
3.7736848691769285,2.7698709745996966
3.805132243086736,3.1764526293697415
3.836579616996544,3.28814694721675
3.8680269909063516,2.9167960305197407
3.899474364816159,2.298371785926803
3.930921738725967,2.691834225584354
3.9623691126357747,2.1119151272477543
3.9938164865455827,3.059936235616936
4.02526386045539,1.6744292869452806
4.056711234365198,2.6343376219417505
4.088158608275005,3.2546869451969664
4.119605982184813,1.8222552563051402
4.1510533560946214,2.496848208841783
4.182500730004429,2.5274876359129
4.213948103914237,2.0755696401653765
4.245395477824045,1.7828971595659764
4.276842851733853,2.0096286263169025
4.30829022564366,2.379460939378765
4.339737599553468,0.4365441793018956
4.371184973463276,2.07586699083977
4.402632347373083,2.4577761231355097
4.434079721282891,1.8081333794110408
4.465527095192699,2.5595253998845604
4.496974469102506,2.0236719037168562
4.528421843012314,1.7979745102494653
4.559869216922122,1.9680287897935895
4.59131659083193,2.1229398066454204
4.622763964741737,1.9385992345415988
4.654211338651545,2.0410566984468193
4.685658712561353,0.629918173383853
4.71710608647116,1.7228819166582992
4.748553460380968,2.4741923716833227
4.780000834290776,1.9107632164434802
4.811448208200583,2.1680230806690233
4.842895582110391,2.5169369996422026
4.874342956020199,2.5216213485972796
4.9057903299300065,1.8869857083185468
4.9372377038398145,1.8785935949961803
4.9686850777496225,1.904931600579065
5.0001324516594305,1.745003597588352
5.031579825569238,2.5671764117431275
5.063027199479046,1.8268735182556384
5.094474573388854,2.8577930696593628
5.125921947298661,2.331380904896429
5.157369321208469,2.860828727730087
5.188816695118277,2.406543640185797
5.220264069028084,1.8518568546822378
5.251711442937892,1.6695159968478737
5.2831588168477,2.6768110175966653
5.314606190757508,2.3385848417461124
5.346053564667315,2.505513431028554
5.377500938577123,2.188543593801506
5.408948312486931,2.6931756482911333
5.440395686396738,2.734715619897543
5.471843060306546,2.899430763401
5.503290434216354,1.7673758439506295
5.534737808126161,2.443268976587492
5.566185182035969,2.4710082907376174
5.597632555945777,2.854704081472984
5.6290799298555845,2.604615177206371
5.6605273037653925,2.6788994988775525
5.6919746776752005,2.519293045002888
5.7234220515850085,2.7936336288658765
5.754869425494816,3.573130197374804
5.786316799404624,3.71704166650316
5.817764173314432,2.2057131683759157
5.849211547224239,4.043668796003415
5.880658921134047,3.4711946486137
5.912106295043855,2.648023867898015
5.943553668953662,3.908923778103608
